player,nationality,position,age,value,games,minutes,goals,assists,xg,xa,npxg,shots_total,passes,tackles,pressures
Jonathan Calleri,ar ARG,FW,25,6000000,27,1811,1,3,3.6,2.3,3.6,46,365,16,284
Oliver Fink,de GER,"MF,FW",37,25000,14,675,0,1,0.6,0.2,0.6,10,266,25,223
Luka JoviÄ‡,rs SRB,FW,21,22000000,17,430,2,1,2.2,0.7,2.2,12,134,3,69
Michael Parensen,de GER,DF,33,25000,9,628,1,0,0.8,0.6,0.8,3,284,12,71
Mbwana Samatta,tz TAN,FW,26,9000000,14,943,1,0,1.9,0.2,1.9,17,179,9,173
JĂ©rĂ´me Gondorf,de GER,MF,31,60000,2,120,0,0,0.1,0.0,0.1,2,39,10,49
Cristian Tello,es ESP,"MF,FW",27,4000000,27,787,2,0,1.6,0.3,1.6,19,377,10,102
John Egan,ie IRL,DF,26,13000000,36,3187,2,0,2.3,0.1,2.3,28,1213,45,296
Nicolas Isimat-Mirin,fr FRA,DF,27,1000000,14,1260,1,0,0.4,0.1,0.4,3,495,23,138
Luiz AraĂşjo,br BRA,"FW,MF",23,5000000,21,828,2,1,1.3,1.8,1.3,24,309,18,262
Claudio Pizarro,pe PER,"FW,MF",40,40000,18,234,0,0,0.3,0.7,0.3,4,87,3,34
AdriĂˇn MarĂ­n,es ESP,DF,22,65000,12,852,0,0,0.6,0.3,0.6,3,355,19,87
Fede Vico,es ESP,"MF,FW",25,1000000,18,876,2,1,1.5,1.6,0.7,13,344,4,172
Ĺ ime Vrsaljko,hr CRO,DF,27,10000000,5,362,0,1,0.0,0.3,0.0,0,169,8,38
Gerrit Holtmann,de GER,"MF,DF",24,1000000,24,1065,1,0,0.9,1.3,0.9,23,398,18,240
Emiliano Rigoni,ar ARG,"MF,FW",26,6000000,8,431,0,1,1.2,0.7,1.2,7,193,5,120
Mauro Vigorito,it ITA,GK,29,65000,5,423,0,0,0.0,0.0,0.0,0,153,0,2
Abdou Diallo,fr FRA,DF,23,28000000,16,1201,0,1,0.8,0.1,0.8,5,1061,17,150
Malang Sarr,fr FRA,DF,20,16000000,19,1454,1,0,0.2,0.1,0.2,4,1168,20,119
Peter Ankersen,dk DEN,DF,28,2000000,19,1063,0,1,0.8,0.7,0.8,14,607,10,151
Luca Gagliano,it ITA,FW,19,20000,2,52,1,1,0.4,0.0,0.4,2,12,0,6
Zlatan Ibrahimovic,se SWE,FW,37,3500000,18,1362,10,5,9.9,3.4,7.7,63,622,4,126
Gary Cahill,eng ENG,DF,33,4000000,25,2167,0,1,1.3,0.3,1.3,20,953,18,106
Felipe,br BRA,DF,30,25000000,25,2102,1,0,1.1,0.1,1.1,20,887,33,160
Jonathan Tah,de GER,DF,23,29000000,25,2092,0,1,0.2,0.5,0.2,5,2023,39,240
Kwasi Okyere Wriedt,gh GHA,FW,25,80000,1,14,0,0,0.0,0.0,0.0,1,4,0,2
Sofyan Amrabat,ma MAR,MF,22,14000000,34,2919,1,1,1.9,1.6,1.1,17,1738,63,594
Enes Ăśnal,tr TUR,FW,22,4000000,35,2344,6,2,9.1,2.7,6.8,57,621,20,470
YÄ±ldÄ±rÄ±m Mert Ă‡etin,tr TUR,DF,22,4000000,6,257,0,0,0.3,0.0,0.3,3,135,5,31
Gerard Deulofeu,es ESP,FW,25,20000000,28,2098,4,5,5.2,4.6,4.5,63,823,29,511
Benno Schmitz,de GER,DF,24,80000,18,1158,0,0,0.1,1.0,0.1,2,757,31,208
Matheus Fernandes,br BRA,MF,21,3000000,3,166,0,0,0.5,0.0,0.5,2,62,6,34
Gabriel FernĂˇndez,uy URU,"FW,MF",25,2000000,20,561,1,1,1.0,0.3,1.0,7,123,3,76
Francesco Rossi,it ITA,GK,28,10000,1,11,0,0,0.0,0.0,0.0,0,3,0,0
Jesse Joronen,fi FIN,GK,26,4000000,29,2610,0,0,0.0,0.1,0.0,0,849,0,3
David Timor,es ESP,"MF,DF",29,1000000,22,943,3,0,0.6,0.1,0.6,19,404,11,138
Leopold Zingerle,de GER,GK,25,1000000,28,2520,0,0,0.0,0.0,0.0,0,1217,1,8
Aaron Mooy,au AUS,"MF,FW",28,9000000,31,2085,2,2,2.0,3.4,2.0,33,1075,43,421
Lillo,es ESP,DF,30,300,4,195,0,0,0.0,0.1,0.0,1,124,5,19
Layvin Kurzawa,fr FRA,DF,26,12000000,14,858,1,0,0.6,0.2,0.6,6,671,22,142
Colin Dagba,fr FRA,DF,20,16000000,10,668,0,0,0.0,0.6,0.0,2,414,7,87
Alassane Plea,fr FRA,FW,26,35000000,27,2143,10,10,10.7,6.4,9.9,77,718,19,399
SaĂ®f-Eddine Khaoui,tn TUN,"MF,FW",24,2000000,7,106,0,0,0.2,0.2,0.2,5,59,3,27
Iker Losada,es ESP,"MF,FW",17,30000,2,13,1,0,0.0,0.0,0.0,1,9,0,0
Recio,es ESP,MF,28,2000000,25,1570,0,0,1.2,0.3,1.2,23,860,31,302
Lloyd Kelly,eng ENG,DF,20,8000000,8,639,0,0,0.0,0.2,0.0,1,231,9,73
Olivier Giroud,fr FRA,FW,32,7000000,18,993,8,0,6.7,1.2,6.7,39,306,4,202
Geoffrey Kondogbia,cf CTA,MF,26,22000000,27,1807,1,1,1.0,0.2,1.0,17,1114,66,460
Adil Aouchiche,fr FRA,MF,17,5000000,1,64,0,0,0.0,0.0,0.0,0,31,2,29
Giuseppe Pezzella,it ITA,DF,21,2000000,1,80,0,0,0.0,0.0,0.0,0,49,0,8
Sidy Sarr,sn SEN,MF,23,2000000,22,1165,0,2,1.5,1.7,1.5,20,509,39,217
Valentin Eysseric,fr FRA,MF,27,1000000,3,42,0,0,0.1,0.0,0.1,2,24,0,16
Adrian Mariappa,jm JAM,DF,32,1000000,20,1513,0,0,0.3,0.4,0.3,3,585,25,197
Dennis Smarsch,de GER,GK,20,35000,2,151,0,0,0.0,0.0,0.0,0,70,0,0
Roger MartĂ­,es ESP,FW,28,8000000,36,2267,11,1,10.4,2.7,7.4,53,448,20,451
Abdelhamid Sabiri,de GER,MF,22,1000000,24,1048,4,1,2.7,0.4,1.9,38,441,22,202
Jordan MariĂ©,fr FRA,MF,27,80000,8,201,0,0,0.0,0.4,0.0,1,111,6,78
Tanguy Ndombele,fr FRA,MF,22,40000000,21,1009,2,2,0.4,1.2,0.4,9,629,27,226
Remo Freuler,ch SUI,MF,27,20000000,31,2337,2,2,1.9,2.6,1.9,19,1666,63,590
Cristian Ansaldi,ar ARG,"DF,MF",32,4000000,27,1768,4,4,1.4,3.0,1.4,28,825,44,271
Maximilian Arnold,de GER,MF,25,14000000,33,2821,4,8,2.4,6.1,2.4,63,1541,57,578
Massimiliano Mangraviti,it ITA,DF,21,20000,13,972,0,0,0.2,0.1,0.2,3,443,10,115
Imran Louza,fr FRA,"MF,FW",20,12000000,24,2009,2,2,1.8,4.1,1.8,37,1157,58,596
Oumar Niasse,sn SEN,FW,29,3000000,3,22,0,0,0.0,0.0,0.0,0,5,4,9
Manolo Gabbiadini,it ITA,FW,27,9000000,33,2035,11,1,8.0,2.8,7.2,87,581,16,244
Andros Townsend,eng ENG,MF,28,12000000,24,1294,1,1,0.4,2.0,0.4,12,460,32,290
Naby KeĂŻta,gn GUI,MF,24,33000000,18,815,2,3,1.5,2.3,1.5,12,684,27,213
Corentin Tolisso,fr FRA,MF,24,25000000,13,638,1,2,1.3,1.8,1.3,16,579,11,112
Andrew Surman,eng ENG,MF,32,1000000,5,235,0,0,0.0,0.0,0.0,1,127,5,45
David Luiz,br BRA,DF,32,6000000,33,2809,2,1,1.9,0.9,1.9,23,1713,33,191
Rui PatrĂ­cio,pt POR,GK,31,16000000,38,3420,0,0,0.0,0.0,0.0,0,862,0,5
Koen Casteels,be BEL,GK,27,10000000,26,2340,0,0,0.0,0.0,0.0,0,985,0,3
Neil Taylor,wal WAL,DF,30,2000000,14,1091,0,0,0.3,0.2,0.3,3,513,20,121
Ondrej Duda,sk SVK,MF,24,10000000,10,724,0,0,0.7,1.0,0.7,10,382,19,197
Bassem Srarfi,tn TUN,"FW,DF",22,1000000,3,133,0,0,0.1,0.1,0.1,1,50,0,23
Thiago Silva,br BRA,DF,34,4000000,21,1571,0,0,0.2,0.0,0.2,6,1502,33,91
Dani RodrĂ­guez,es ESP,"MF,FW",31,1000000,37,3039,5,2,4.5,2.2,3.8,52,1161,64,762
Youssef En-Nesyri,ma MAR,FW,22,12000000,18,796,4,0,3.6,0.2,3.6,21,157,8,193
Abdallah N'dour,sn SEN,DF,25,600,6,373,0,0,0.0,0.2,0.0,0,209,6,58
Chidozie Awaziem,ng NGA,DF,22,4000000,26,1997,0,0,0.7,0.1,0.7,10,767,39,204
Rafa Soares,pt POR,"DF,MF",24,2000000,6,435,0,0,0.0,0.2,0.0,0,219,5,55
Roberto Firmino,br BRA,FW,27,72000000,38,2988,9,8,13.5,6.3,13.5,100,1171,37,694
Mathieu Cafaro,fr FRA,"FW,MF",22,6000000,13,924,1,2,2.8,1.8,2.1,38,351,17,232
Arturo Vidal,cl CHI,MF,32,11000000,33,1671,8,2,4.3,3.0,4.3,25,1252,61,495
Nathanael Mbuku,fr FRA,"MF,FW",17,5000000,11,395,0,0,0.4,0.1,0.4,8,119,6,92
Suso,es ESP,"FW,MF",25,20000000,17,785,1,1,1.0,1.3,1.0,14,391,7,83
Alexandru Maxim,ro ROU,MF,29,1000000,5,117,0,0,0.1,0.5,0.1,3,78,3,26
Matz Sels,be BEL,GK,27,6500000,27,2430,0,0,0.0,0.2,0.0,0,849,0,1
Francisco Portillo,es ESP,MF,29,2000000,16,376,0,2,0.3,0.9,0.3,3,167,11,96
Luis Perea,es ESP,"FW,MF",21,40000,2,21,0,0,0.0,0.0,0.0,0,7,0,9
Adam Lallana,eng ENG,"MF,FW",31,9000000,15,382,1,1,1.1,0.7,1.1,5,270,20,132
Gabriele Moncini,it ITA,"FW,MF",23,1000000,4,154,0,0,0.5,0.0,0.5,3,19,1,30
Sebastian PrĂ¶dl,at AUT,DF,32,1000000,1,56,0,0,0.1,0.0,0.1,2,10,0,3
Emerson Palmieri,it ITA,DF,24,18000000,15,1024,0,0,1.0,1.4,1.0,13,853,22,126
Shane Long,ie IRL,FW,32,2000000,26,1395,2,2,4.8,1.4,4.8,33,405,19,317
Max Kilman,eng ENG,DF,22,80000,3,185,0,0,0.0,0.0,0.0,0,90,4,17
Nicolas de PrĂ©ville,fr FRA,"MF,FW",28,5000000,24,1995,6,4,4.7,4.5,3.9,44,962,37,431
Blerim DĹľemaili,ch SUI,MF,33,700,14,698,1,1,0.6,1.4,0.6,16,347,18,196
Lucas Da Cunha,fr FRA,MF,18,1000000,2,72,0,0,0.0,0.1,0.0,2,22,1,19
Fede San Emeterio,es ESP,MF,22,3000000,25,1751,0,0,0.0,0.2,0.0,3,683,27,402
Damien Le Tallec,fr FRA,"MF,DF",29,3000000,28,2458,2,0,0.9,0.7,0.9,16,989,51,501
Louis Schaub,at AUT,MF,24,3000000,9,623,1,1,0.6,1.4,0.6,9,281,14,172
Ben Godfrey,eng ENG,DF,21,11000000,30,2644,0,0,0.8,0.1,0.8,15,1606,34,234
Angel Gomes,eng ENG,MF,18,3000000,2,21,0,0,0.0,0.1,0.0,0,13,0,11
Riza Durmisi,dk DEN,DF,25,2000000,4,160,0,0,0.0,0.0,0.0,1,100,1,15
Jason,es ESP,MF,25,3000000,20,1175,1,4,1.5,2.3,1.5,27,407,31,256
Nico Ribaudo,es ESP,"FW,MF",18,3000000,6,182,0,0,0.1,0.8,0.1,4,73,3,43
Ander Guevara,es ESP,MF,22,6000000,14,939,0,0,0.0,0.4,0.0,3,680,30,216
Gabriele Corbo,it ITA,DF,19,72500,2,122,0,0,0.0,0.0,0.0,0,59,1,14
Stuart Armstrong,sco SCO,MF,27,6000000,30,1715,5,3,2.9,1.1,2.9,46,612,49,408
Amine Gouiri,fr FRA,FW,19,4000000,1,1,0,0,0.0,0.0,0.0,0,0,0,0
Joel Robles,es ESP,GK,29,6000000,33,2887,0,0,0.0,0.0,0.0,0,1152,0,4
Yassine Benrahou,fr FRA,"MF,FW",20,2000000,9,762,2,3,2.1,2.9,2.1,23,315,9,150
Valentin Rongier,fr FRA,MF,24,16000000,3,270,0,1,0.2,0.5,0.2,4,179,4,81
Rabbi Matondo,wal WAL,"FW,MF",18,8000000,20,1162,2,0,2.4,0.7,2.4,24,239,10,272
Lisandro MagallĂˇn,ar ARG,DF,25,4000000,17,1197,1,1,0.6,0.7,0.6,6,426,25,89
Mauro Arambarri,uy URU,MF,23,20000000,35,3069,1,1,2.0,1.6,2.0,46,972,74,799
RaĂşl GarcĂ­a,es ESP,"MF,FW",33,4500000,35,2869,15,1,10.8,0.9,5.4,0,136,7,34
JosĂ© CallejĂłn,es ESP,"FW,MF",32,9000000,33,2172,4,7,5.1,6.4,5.1,42,1245,16,330
Riqui Puig,es ESP,MF,19,9000000,11,510,0,2,0.6,1.6,0.6,7,433,10,148
Romain Hamouma,fr FRA,"FW,MF",32,2000000,14,865,6,1,3.6,1.6,3.6,21,272,16,204
Mats Hummels,de GER,DF,30,24000000,31,2581,1,3,1.7,1.9,1.7,23,2234,68,289
Marc Cucurella,es ESP,"MF,DF",21,18000000,37,3237,1,5,1.8,4.7,1.8,31,1407,88,938
Hidde ter Avest,nl NED,DF,22,1000000,20,686,0,0,0.2,0.6,0.2,2,355,17,116
Carles PĂ©rez,es ESP,FW,21,9000000,10,476,1,2,0.9,0.3,0.9,14,287,5,75
Vincenzo Grifo,it ITA,"MF,FW",26,5000000,26,1618,4,8,3.0,4.6,2.2,48,764,18,232
Thierry Correia,pt POR,DF,20,2000000,4,259,0,0,0.0,0.1,0.0,1,134,7,32
Timothy Castagne,be BEL,DF,23,16000000,27,1769,1,2,1.6,2.5,1.6,17,1133,39,277
Kamil Glik,pl POL,DF,31,4000000,23,2070,1,0,1.4,0.0,1.4,12,1080,30,166
Alfonso Pedraza,es ESP,DF,23,9000000,21,1349,1,0,1.1,0.8,1.1,15,770,33,195
Jhonder CĂˇdiz,ve VEN,"FW,MF",24,2000000,17,799,2,2,2.5,1.1,2.5,30,189,17,127
Tommaso Augello,it ITA,DF,24,80000,17,1135,0,2,0.0,1.5,0.0,0,825,15,97
Edin DĹľeko,ba BIH,FW,33,10000000,35,2854,16,7,18.1,4.9,18.1,125,813,17,280
Nolito,es ESP,"FW,MF",32,1500000,7,324,2,1,2.0,0.4,1.3,6,164,6,73
Ebrima Colley,gm GAM,FW,19,80000,5,82,0,1,0.4,0.6,0.4,5,42,2,15
Anwar El Ghazi,nl NED,"FW,MF",24,8000000,34,2051,4,4,6.0,2.8,5.2,50,615,17,350
GastĂłn Pereiro,uy URU,"MF,FW",24,8000000,10,348,1,0,0.8,0.3,0.8,14,138,2,53
Carlos Gruezo,ec ECU,MF,24,1000000,11,886,0,1,0.2,0.2,0.2,6,309,24,177
IvĂˇn Ramis,es ESP,DF,34,65000,7,457,1,0,0.2,0.0,0.2,4,198,6,25
RubĂ©n Sobrino,es ESP,"FW,MF",27,2000000,13,170,1,0,0.4,0.2,0.4,5,51,6,60
Karlo Letica,hr CRO,GK,22,1000000,10,900,0,0,0.0,0.0,0.0,0,319,0,1
Oleksandr Zinchenko,ua UKR,DF,22,24000000,19,1276,0,0,0.4,1.6,0.4,16,1348,28,139
Musa Barrow,gm GAM,FW,20,11000000,18,1354,9,2,5.9,3.2,5.2,66,598,18,296
Bruno Peres,br BRA,DF,29,2000000,16,1056,2,2,1.1,1.3,1.1,14,635,17,126
James Milner,eng ENG,"MF,DF",33,6000000,22,937,2,2,2.1,0.7,0.6,10,773,17,169
Mert MĂĽldĂĽr,tr TUR,DF,20,4000000,24,1273,2,1,0.9,1.1,0.9,13,806,45,196
Luke Shaw,eng ENG,DF,24,22000000,24,1733,0,0,0.5,1.5,0.5,10,1296,34,274
Gianluca Pegolo,it ITA,GK,38,15000,5,450,0,0,0.0,0.0,0.0,0,158,0,0
Kalidou SidibĂ©,fr FRA,MF,20,2000000,4,91,0,0,0.0,0.0,0.0,0,48,3,14
Gonzalo Escalante,ar ARG,MF,26,3000000,23,1674,0,1,1.7,0.7,1.7,23,657,41,323
Christian GĂĽnter,de GER,DF,26,9000000,34,3029,2,8,1.0,7.3,1.0,30,1644,36,318
Ăngel Correa,ar ARG,"MF,FW",24,32000000,33,2061,5,6,6.6,4.1,6.6,44,603,23,410
Jordan Amavi,fr FRA,DF,25,9000000,26,2164,1,1,0.5,1.4,0.5,15,1222,62,287
Ross Barkley,eng ENG,MF,25,21000000,21,1103,1,4,2.2,2.8,2.2,40,616,16,168
JesĂşs Vallejo,es ESP,DF,22,6000000,11,629,0,0,0.1,0.2,0.1,1,222,4,61
MatÄ›j Vydra,cz CZE,FW,27,4000000,19,819,2,1,3.7,1.1,3.7,18,138,4,184
Lamine Fomba,fr FRA,MF,21,3000000,20,1373,0,0,1.2,0.4,1.2,14,428,54,430
Romain Salin,fr FRA,GK,35,20000,4,360,0,0,0.0,0.0,0.0,0,130,0,1
Joris Gnagnon,fr FRA,DF,22,4000000,19,1278,0,1,0.6,0.7,0.6,7,611,22,94
Jean Zimmer,de GER,"DF,MF",25,1000000,17,719,0,0,0.3,0.8,0.3,9,270,10,105
RubĂ©n Duarte,es ESP,DF,23,4000000,31,2663,0,1,1.3,0.9,1.3,20,1310,69,348
Ghislain Konan,ci CIV,DF,23,5000000,16,1333,0,1,0.0,1.0,0.0,2,897,41,184
Ibrahim Amadou,fr FRA,"DF,MF",26,5000000,11,759,0,0,1.0,0.0,1.0,6,361,21,107
Shane Duffy,ie IRL,DF,27,9000000,19,1238,1,0,1.5,0.0,1.5,6,613,16,100
Jean Lucas,br BRA,MF,21,4500000,11,200,1,0,0.3,0.4,0.3,6,147,14,73
Ljubomir Fejsa,rs SRB,MF,30,2000000,13,786,0,0,0.0,0.0,0.0,1,290,27,213
Sergio LeĂłn,es ESP,FW,30,2000000,22,672,1,0,2.4,0.1,2.4,22,108,6,108
Ăngel RodrĂ­guez,es ESP,FW,32,6000000,32,1407,10,3,6.4,1.7,5.6,49,315,15,301
Pape Cheikh Diop,sn SEN,MF,21,4000000,16,599,0,1,0.1,0.3,0.1,2,264,12,143
Fredrik Jensen,fi FIN,"FW,MF",21,2000000,10,457,1,0,0.3,0.1,0.3,6,88,1,162
Stefano Sensi,it ITA,"MF,FW",23,24000000,12,723,3,2,1.7,1.0,1.7,29,515,15,181
Iago Aspas,es ESP,FW,31,16000000,37,3262,14,3,13.9,4.1,8.6,78,1283,29,537
Georg Teigl,at AUT,"DF,MF",28,55000,3,111,0,0,0.1,0.0,0.1,1,28,0,18
Erick Cabaco,uy URU,DF,24,4000000,4,267,0,0,0.1,0.0,0.1,1,138,3,32
Mikel Oyarzabal,es ESP,"FW,MF",22,48000000,37,3051,10,11,8.5,7.3,5.5,57,1154,35,434
Edgaras Dubickas,lt LTU,DF,21,7500,1,3,0,0,0.0,0.0,0.0,0,2,0,1
Dalbert Henrique,br BRA,DF,25,9000000,31,2484,0,5,0.6,3.7,0.6,18,1290,63,500
KĂ©vin Zohi,ml MLI,"FW,MF",22,1000000,17,530,1,1,1.6,0.7,1.6,16,154,9,100
Callum Robinson,ie IRL,FW,24,5000000,16,676,1,1,2.1,0.6,2.1,13,155,4,178
Craig Dawson,eng ENG,DF,29,4000000,29,2361,2,0,2.3,0.3,2.3,23,908,30,185
Flavien Tait,fr FRA,"MF,FW",26,4000000,17,885,2,2,1.3,2.0,1.3,14,410,23,213
Mike Frantz,de GER,"MF,DF",32,65000,18,350,0,1,0.2,0.7,0.2,3,133,5,79
Florian MĂĽller,de GER,GK,21,2000000,13,1125,0,0,0.0,0.0,0.0,0,482,0,0
Michael Obafemi,ie IRL,FW,19,4000000,21,665,3,2,1.9,1.2,1.9,12,144,6,179
Andrea Ghion,it ITA,"MF,FW",19,20000,3,48,0,0,0.1,0.1,0.1,1,49,3,4
Lars Stindl,de GER,"MF,FW",30,6000000,25,1432,9,3,6.5,3.3,5.0,32,762,37,378
Pedro Mendes,pt POR,DF,28,4000000,16,1376,1,0,1.0,0.1,1.0,9,713,38,197
Manu Vallejo,es ESP,"MF,FW",22,4000000,11,418,2,0,1.7,0.4,1.7,8,94,6,122
MickaĂ«l Cuisance,fr FRA,"MF,FW",19,10000000,9,307,1,0,0.6,0.2,0.6,12,192,5,87
Jules Keita,gn GUI,"MF,FW",21,1000000,3,158,0,0,0.2,0.3,0.2,3,35,2,26
Henrikh Mkhitaryan,am ARM,"MF,FW",30,20000000,22,1530,9,5,6.6,3.2,6.6,43,695,40,296
Jake Vokins,eng ENG,DF,19,250,1,90,0,0,0.0,0.1,0.0,1,73,2,13
Samuel Chukwueze,ng NGA,"MF,FW",20,27000000,37,2048,3,2,3.6,3.3,3.6,50,750,18,347
Grant Hanley,sco SCO,DF,27,2000000,15,1262,0,0,0.5,0.0,0.5,7,639,27,143
Assane DioussĂ©,sn SEN,MF,21,2000000,4,120,0,0,0.1,0.1,0.1,1,51,1,24
Diego Lainez,mx MEX,"MF,FW",19,9000000,15,348,0,0,0.2,0.0,0.2,6,119,7,66
Duje Ä†aleta-Car,hr CRO,DF,22,23000000,23,1886,1,1,1.3,0.3,1.3,15,1059,34,144
Ralf FĂ¤hrmann,de GER,GK,30,1000000,1,21,0,0,0.0,0.0,0.0,0,10,0,0
Youssouf KonĂ©,ml MLI,DF,24,6000000,11,818,0,0,0.0,0.6,0.0,3,648,24,81
Timothy Weah,us USA,MF,19,7000000,3,85,0,0,0.0,0.4,0.0,1,31,1,16
Lukasz Piszczek,pl POL,DF,34,2000000,29,2106,1,3,0.4,2.1,0.4,8,1973,49,255
Gianluigi Donnarumma,it ITA,GK,20,49000000,36,3201,0,0,0.0,0.0,0.0,0,1142,0,6
Jeffrey Schlupp,gh GHA,"MF,DF",26,9000000,17,1036,3,1,1.7,1.1,1.7,18,342,20,149
Alessandro Matri,it ITA,"FW,MF",34,300,8,89,0,0,0.4,0.3,0.4,6,29,0,16
Stevan JovetiÄ‡,me MNE,"FW,MF",29,6500000,9,473,2,0,1.8,0.6,1.8,22,209,1,71
Patrick van Aanholt,nl NED,DF,28,9000000,29,2507,3,2,2.4,3.2,1.6,26,1558,51,267
Renato Steffen,ch SUI,"MF,FW",27,4000000,27,1585,6,3,4.5,2.7,4.5,29,727,27,397
Fran GĂˇmez,es ESP,DF,28,65000,23,1768,0,1,1.0,0.9,1.0,15,862,70,307
Corentin Jean,fr FRA,DF,24,1000000,1,7,0,0,0.0,0.0,0.0,0,9,0,3
Aymen Barkok,ma MAR,"FW,MF",21,1000000,3,79,0,0,0.0,0.0,0.0,0,29,1,20
M'Baye Niang,sn SEN,FW,24,12000000,26,2126,10,0,9.2,0.7,7.7,65,501,15,322
Thomas Delaine,fr FRA,DF,27,1000000,16,1254,0,0,0.3,0.4,0.3,7,677,27,204
Sergio ReguilĂłn,es ESP,DF,22,20000000,31,2509,2,4,1.8,3.7,1.8,29,1790,57,354
Tin Jedvaj,hr CRO,DF,23,7000000,31,2638,2,0,1.5,0.2,1.5,13,1117,47,302
Ferland Mendy,fr FRA,DF,24,32000000,25,1809,1,3,0.5,2.1,0.5,7,1262,31,169
Marco Mancosu,it ITA,"MF,FW",30,2000000,33,2440,14,2,15.2,4.0,6.8,72,908,27,415
Keinan Davis,eng ENG,FW,21,2000000,18,548,0,0,1.9,0.2,1.9,16,142,2,88
JesĂşs Navas,es ESP,DF,33,3000000,38,3369,0,7,0.2,6.4,0.2,10,2653,34,230
Thomas Mangani,fr FRA,MF,32,1000000,24,1871,2,2,1.8,3.5,1.8,30,1366,34,497
Fernandinho,br BRA,DF,34,4000000,30,2397,0,1,1.1,0.5,1.1,17,2190,44,217
Rodrigo Becao,br BRA,DF,23,4500000,29,2213,1,1,0.5,0.3,0.5,8,1042,69,327
Borja Sainz,es ESP,"MF,FW",18,30000,19,573,1,0,1.3,0.5,1.3,9,130,16,203
Jamie Vardy,eng ENG,FW,32,16000000,35,3033,23,5,20.3,5.5,16.5,87,462,17,497
Ă“liver Torres,es ESP,"MF,FW",24,13000000,28,1596,3,3,1.6,2.1,1.6,16,994,50,426
Papu GĂłmez,ar ARG,"MF,FW",31,15000000,36,2842,7,16,8.7,10.3,8.7,96,2012,31,363
Marko Rog,hr CRO,MF,24,13000000,30,2317,1,1,2.0,1.7,2.0,30,1178,86,633
Federico Brancolini,it ITA,GK,18,30000,1,6,0,0,0.0,0.0,0.0,0,3,0,0
Sergio Ramos,es ESP,DF,33,14000000,35,3013,11,0,10.2,0.3,5.7,35,2144,60,266
Marvin Gakpa,fr FRA,"MF,FW",25,80000,13,468,0,0,0.5,0.6,0.5,13,257,9,102
Sead KolaĹˇinac,ba BIH,DF,26,10000000,26,1701,0,2,0.7,1.0,0.7,4,1031,35,230
Nemanja Radoja,rs SRB,MF,26,3000000,26,1993,1,0,0.2,0.6,0.2,3,949,36,323
Alejandro Pozo Pozo,es ESP,"FW,MF",20,5000000,3,37,0,0,0.0,0.0,0.0,0,14,2,24
Malick Thiaw,fi FIN,DF,17,2000000,4,76,0,0,0.0,0.0,0.0,1,37,2,14
Aleksandar Kolarov,rs SRB,DF,33,6000000,32,2732,7,3,7.0,4.9,3.9,69,1836,41,262
Marco Verratti,it ITA,MF,26,60000000,20,1482,0,5,0.2,3.0,0.2,1,1733,58,375
Adam Webster,eng ENG,DF,24,12000000,31,2668,3,1,1.1,1.0,1.1,16,1824,37,222
JosuĂ© Homawoo,fr FRA,DF,21,15000,1,45,0,0,0.0,0.0,0.0,0,24,6,10
Kelvin Amian,fr FRA,DF,21,5000000,20,1633,0,2,0.7,0.4,0.7,8,669,27,218
Andre Gray,eng ENG,FW,28,9000000,23,755,2,0,2.8,1.4,2.8,19,155,5,161
Dejan JoveljiÄ‡,rs SRB,FW,19,3600000,4,150,0,0,0.0,0.0,0.0,0,28,3,44
Tristan DingomĂ©,cm CMR,MF,28,1000000,15,892,0,1,0.4,1.0,0.4,9,370,11,212
Soualiho MeĂŻtĂ©,fr FRA,MF,25,7000000,33,2201,0,2,0.8,1.2,0.8,22,936,47,443
Daniel Ginczek,de GER,FW,28,9000000,18,768,3,1,3.4,1.4,3.4,24,199,5,121
Andoni Gorosabel,es ESP,DF,22,1000000,14,714,0,0,0.0,0.4,0.0,1,446,18,109
Teemu Pukki,fi FIN,FW,29,8000000,36,2886,11,3,12.1,3.1,10.6,80,522,17,602
VukaĹˇin JovanoviÄ‡,rs SRB,DF,23,2000000,9,573,0,1,0.0,0.4,0.0,0,452,24,67
Almamy TourĂ©,ml MLI,DF,23,6000000,19,1491,1,3,1.6,2.0,1.6,14,704,35,217
TimothĂ©e Nkada,fr FRA,"FW,MF",20,300,8,148,0,0,0.1,0.3,0.1,2,25,1,40
Thomas Basila,fr FRA,DF,20,1000000,7,415,0,0,0.0,0.1,0.0,1,249,6,28
Benjamin HĂĽbner,de GER,DF,30,4000000,25,2070,1,4,1.5,1.6,1.5,24,1569,44,217
HĂĄvard Nordtveit,no NOR,DF,29,1600000,11,701,0,1,0.2,0.3,0.2,2,496,4,47
Mattia Perin,it ITA,GK,26,8000000,21,1890,0,0,0.0,0.1,0.0,0,735,0,3
Maxence Caqueret,fr FRA,MF,19,7000000,8,568,0,0,0.2,0.3,0.2,4,390,18,237
Luuk de Jong,nl NED,FW,28,9000000,35,2059,6,1,7.7,2.5,7.7,55,543,18,359
Bruno Alves,pt POR,DF,37,80000,33,2671,0,0,1.0,0.5,1.0,23,1312,23,172
Stephy Mavididi,eng ENG,"FW,MF",21,3000000,24,1391,5,1,3.0,0.7,3.0,26,358,22,345
FranĂ§ois Kamano,gn GUI,"DF,MF",23,8000000,11,648,1,0,1.0,0.4,1.0,5,310,14,149
